workerid,language,initialValue,die0numdots,die0color,die1numdots,die1color,die2numdots,die2color,die3numdots,die3color,numRed,numBlack,context,quantifier,number,qcolor,attentionCheck,requestedValue,rt,response
A2VX8B1CJXRN2,English,0.8820687897824748,6,red,2,red,1,black,5,black,8,6,plain,bare,six,red,No,NA,23332,82
A2VX8B1CJXRN2,English,0.2551995852506531,4,black,4,black,3,red,1,red,4,8,plain,only,eight,red,No,NA,7861,0
A2VX8B1CJXRN2,English,0.6265480828610782,2,black,3,red,1,black,2,red,5,3,plain,less than,four,red,No,NA,26496,68
A2VX8B1CJXRN2,English,0.7761335538838576,1,black,5,red,1,black,4,red,9,2,plain,exactly,five,red,No,NA,17824,5
A2VX8B1CJXRN2,English,0.7463543881434263,2,black,5,black,5,red,1,red,6,7,plain,bare,eight,red,Yes,20,8048,20
A2VX8B1CJXRN2,English,0.4387456099474445,5,black,5,red,2,red,6,black,7,11,plain,more than,four,black,No,NA,6907,100
A2VX8B1CJXRN2,English,0.06638969406682638,6,black,6,red,5,black,2,red,8,11,plain,less than,five,red,No,NA,18596,54
A2VX8B1CJXRN2,English,0.8106098262644706,4,red,6,black,2,black,1,red,5,8,plain,less than,four,black,No,NA,13797,70
A2VX8B1CJXRN2,English,0.36923135867577106,5,black,5,red,1,black,5,red,10,6,plain,only,seven,red,No,NA,7167,0
A2VX8B1CJXRN2,English,0.2416223578910086,1,black,4,red,6,black,2,red,6,7,existential,only,six,red,No,NA,5873,100
A2VX8B1CJXRN2,English,0.1951323883060142,5,black,5,red,6,black,3,red,8,11,plain,less than,seven,red,No,NA,48310,69
A2VX8B1CJXRN2,English,0.584415721789379,2,black,4,black,5,red,2,red,7,6,existential,exactly,four,black,No,NA,11727,0
A2VX8B1CJXRN2,English,0.9875490259650035,2,red,2,black,1,black,6,red,8,3,plain,only,four,black,No,NA,7689,0
A2VX8B1CJXRN2,English,0.5523510338735245,4,red,3,red,5,black,3,black,7,8,existential,only,eight,red,No,NA,7258,100
A2VX8B1CJXRN2,English,0.9816673779502924,2,red,3,black,6,red,4,black,8,7,plain,only,four,red,No,NA,16081,0
A2VX8B1CJXRN2,English,0.082371521438652,6,black,1,black,6,red,2,red,8,7,existential,only,six,red,No,NA,10954,0
A2VX8B1CJXRN2,English,0.7117064806754647,3,black,3,red,6,black,3,red,6,9,existential,only,seven,red,No,NA,7421,0
A2VX8B1CJXRN2,English,0.8766348432353299,5,black,5,red,2,black,1,red,6,7,plain,only,seven,black,No,NA,6204,100
A2VX8B1CJXRN2,English,0.5429345049213541,3,black,3,black,2,red,6,red,8,6,existential,more than,eight,red,No,NA,8292,0
A38DC3BG1ZCVZ2,English,0.8458708610851318,4,red,3,black,6,red,2,black,10,5,plain,bare,six,black,No,NA,3198,0
A38DC3BG1ZCVZ2,English,0.6099573781248182,6,red,6,black,4,red,5,black,10,11,plain,exactly,six,red,No,NA,2761,2
A38DC3BG1ZCVZ2,English,0.09326373529620469,3,red,2,black,6,red,3,black,9,5,existential,bare,four,red,No,NA,9719,0
A38DC3BG1ZCVZ2,English,0.0006550939287990332,6,red,6,black,1,black,3,red,9,7,existential,exactly,eight,black,No,NA,2949,0
A38DC3BG1ZCVZ2,English,0.2791189288254827,2,black,2,red,1,black,5,red,7,3,plain,exactly,eight,black,No,NA,3853,2
A38DC3BG1ZCVZ2,English,0.4174165951553732,6,black,4,black,6,red,1,red,7,10,existential,only,seven,red,No,NA,4118,98
A38DC3BG1ZCVZ2,English,0.7484260348137468,3,black,1,black,5,red,1,red,6,4,existential,bare,five,black,No,NA,4478,0
A38DC3BG1ZCVZ2,English,0.1277269518468529,5,red,1,black,1,red,3,black,6,4,plain,more than,seven,black,No,NA,3372,0
A38DC3BG1ZCVZ2,English,0.9492773315869272,5,black,4,red,4,black,2,red,6,9,plain,more than,five,black,No,NA,4883,100
A38DC3BG1ZCVZ2,English,0.8529116129502654,5,black,4,red,3,black,4,red,8,8,existential,bare,five,red,No,NA,3167,0
A38DC3BG1ZCVZ2,English,0.92438401049003,2,black,6,red,2,red,5,black,8,7,plain,exactly,seven,red,No,NA,5382,0
A38DC3BG1ZCVZ2,English,0.22239978914149106,3,black,6,red,5,red,2,black,11,5,existential,less than,seven,black,No,NA,4477,100
A38DC3BG1ZCVZ2,English,0.29564686585217714,6,red,5,black,3,black,6,red,12,8,plain,less than,five,black,Yes,19,4337,19
A38DC3BG1ZCVZ2,English,0.4908017956186086,1,black,3,black,4,red,3,red,7,4,existential,more than,four,black,No,NA,3198,0
A38DC3BG1ZCVZ2,English,0.6738280758727342,3,red,5,red,5,black,4,black,8,9,plain,bare,five,red,No,NA,2714,0
A38DC3BG1ZCVZ2,English,0.03344950173050165,1,red,4,red,3,black,2,black,5,5,plain,more than,five,black,No,NA,2309,0
A38DC3BG1ZCVZ2,English,0.8176867465954274,4,black,6,red,4,black,3,red,9,8,plain,exactly,eight,black,No,NA,5335,99
A38DC3BG1ZCVZ2,English,0.792411578586325,1,black,2,red,4,red,3,black,6,4,existential,exactly,six,red,No,NA,3666,100
A38DC3BG1ZCVZ2,English,0.5206769783981144,6,red,4,black,1,red,1,black,7,5,existential,bare,five,black,No,NA,33305,100
A38DC3BG1ZCVZ2,English,0.7798470987472683,6,black,4,red,6,red,5,black,10,11,plain,more than,seven,red,No,NA,4134,100
A38DC3BG1ZCVZ2,English,0.959536932175979,3,black,3,black,3,red,2,red,5,6,existential,exactly,four,black,No,NA,37706,0
A38DC3BG1ZCVZ2,English,0.15679807239212096,2,red,4,black,2,black,6,red,8,6,existential,less than,six,red,No,NA,3588,0
A38DC3BG1ZCVZ2,English,0.3688680063933134,1,black,1,black,1,red,5,red,6,2,plain,only,six,red,No,NA,3284,100
A38DC3BG1ZCVZ2,English,0.6082056311424822,6,red,2,black,5,red,2,black,11,4,plain,more than,four,red,No,NA,2246,100
A38DC3BG1ZCVZ2,English,0.2851460238453001,1,black,2,red,1,red,5,black,3,6,existential,less than,four,black,No,NA,4088,0
A38DC3BG1ZCVZ2,English,0.27633230993524194,5,red,6,red,2,black,2,black,11,4,existential,only,five,red,Yes,89,9984,89
A38DC3BG1ZCVZ2,English,0.9576365656685084,2,red,4,black,1,black,6,red,8,5,existential,less than,six,red,No,NA,5647,0
A38DC3BG1ZCVZ2,English,0.20540688280016184,6,red,1,black,4,red,5,black,10,6,existential,more than,seven,black,No,NA,5632,0
A38DC3BG1ZCVZ2,English,0.1748132137581706,3,black,1,red,2,black,3,red,4,5,plain,only,five,black,No,NA,8424,100
A38DC3BG1ZCVZ2,English,0.37012099800631404,2,red,1,black,6,red,3,black,8,4,plain,bare,six,red,No,NA,3401,0
A38DC3BG1ZCVZ2,English,0.47548673930577934,2,black,4,red,1,black,5,red,9,3,existential,only,seven,black,No,NA,2340,0
A38DC3BG1ZCVZ2,English,0.9374336611945182,2,red,2,black,5,red,5,black,7,7,plain,bare,seven,red,No,NA,4430,100
A38DC3BG1ZCVZ2,English,0.12026471458375454,3,black,6,red,3,black,5,red,11,6,existential,bare,eight,red,No,NA,2980,0
A38DC3BG1ZCVZ2,English,0.5028402719181031,5,red,6,black,2,black,2,red,7,8,existential,bare,five,red,No,NA,2964,0
A38DC3BG1ZCVZ2,English,0.10327544901520014,5,red,5,black,4,red,6,black,9,11,plain,bare,eight,black,No,NA,3214,0
A38DC3BG1ZCVZ2,English,0.8199144282843918,6,black,4,red,3,black,2,red,6,9,existential,more than,six,black,No,NA,4895,100
A38DC3BG1ZCVZ2,English,0.24980344716459513,6,black,2,black,3,red,5,red,8,8,plain,more than,five,red,No,NA,3322,100
A38DC3BG1ZCVZ2,English,0.13844130444340408,5,red,1,red,3,black,3,black,6,6,plain,only,eight,red,No,NA,4883,0
A38DC3BG1ZCVZ2,English,0.66859913431108,3,black,3,black,6,red,2,red,8,6,existential,more than,four,black,No,NA,11981,100
A38DC3BG1ZCVZ2,English,0.47277734335511923,3,red,5,black,2,black,2,red,5,7,existential,bare,seven,red,No,NA,4384,0
A2APPZDU0VS9LN,english,0.33367587408471777,6,red,4,red,6,black,5,black,10,11,existential,less than,seven,red,No,NA,4664,0
A2APPZDU0VS9LN,english,0.3963426121209749,2,red,3,red,2,black,4,black,5,6,plain,less than,four,red,No,NA,9779,29
A2APPZDU0VS9LN,english,0.7838852300013239,2,black,5,red,1,red,6,black,6,8,plain,more than,eight,red,No,NA,2680,17
A2APPZDU0VS9LN,english,0.6002848576369499,1,red,4,black,6,red,1,black,7,5,existential,more than,seven,black,No,NA,4008,20
A2APPZDU0VS9LN,english,0.8463971145602666,3,red,4,black,4,black,2,red,5,8,plain,bare,eight,black,No,NA,4271,18
A2APPZDU0VS9LN,english,0.716340050295945,3,red,6,black,5,black,3,red,6,11,plain,exactly,six,black,No,NA,3556,1
A2APPZDU0VS9LN,english,0.04207416642676021,2,black,5,red,6,red,6,black,11,8,existential,exactly,five,red,No,NA,1906,2
A2APPZDU0VS9LN,english,0.336974571618917,1,red,6,black,1,black,5,red,6,7,plain,more than,six,black,No,NA,3758,83
A2APPZDU0VS9LN,english,0.7836163676685631,2,red,3,black,6,black,2,red,4,9,existential,more than,four,red,No,NA,4148,15
A2APPZDU0VS9LN,english,0.7915581168252706,3,red,5,black,3,black,4,red,7,8,existential,bare,five,red,No,NA,3662,4
A2APPZDU0VS9LN,english,0.959475316371765,1,black,5,red,6,black,3,red,8,7,existential,bare,seven,red,No,NA,5087,7
A2APPZDU0VS9LN,english,0.7913638345766985,3,red,4,red,3,black,5,black,7,8,plain,exactly,five,black,No,NA,91935,8
A2APPZDU0VS9LN,english,0.30506733489775684,1,red,4,black,5,red,2,black,6,6,plain,more than,five,black,Yes,55,5085,55
A2APPZDU0VS9LN,english,0.7789961052069968,4,black,6,red,2,black,2,red,8,6,plain,bare,four,red,No,NA,2733,2
A2APPZDU0VS9LN,english,0.4742269571974981,4,red,1,black,2,black,3,red,7,3,existential,only,seven,red,No,NA,4376,10
A2APPZDU0VS9LN,english,0.11315179823513144,2,black,3,red,6,red,5,black,9,7,plain,bare,five,black,No,NA,9647,0
A2APPZDU0VS9LN,english,0.715535767835908,6,black,3,red,4,black,3,red,6,10,existential,bare,six,red,No,NA,3062,97
A2APPZDU0VS9LN,english,0.5790572893003162,3,red,1,red,4,black,1,black,4,5,existential,exactly,six,red,No,NA,6499,0
A2APPZDU0VS9LN,english,0.638810871182275,1,red,1,black,4,red,2,black,5,3,plain,only,six,red,No,NA,2517,0
A2APPZDU0VS9LN,english,0.18254777666425348,1,black,4,red,3,black,3,red,7,4,existential,less than,six,red,No,NA,2466,0
A2APPZDU0VS9LN,english,0.547349676623808,2,red,3,black,2,black,3,red,5,5,plain,more than,eight,black,No,NA,2414,0
A2APPZDU0VS9LN,english,0.9326113869320172,3,red,4,black,5,black,6,red,9,9,plain,exactly,six,black,No,NA,2178,1
A2APPZDU0VS9LN,english,0.4358965678121769,4,black,5,black,6,red,5,red,11,9,existential,more than,five,red,No,NA,5749,90
A2APPZDU0VS9LN,english,0.1983401942683427,1,black,3,red,2,black,4,red,7,3,plain,less than,four,black,No,NA,3656,97
A2APPZDU0VS9LN,english,0.4434987134665188,2,red,3,black,5,black,5,red,7,8,plain,only,seven,black,No,NA,5204,6
A2APPZDU0VS9LN,english,0.8395311694516445,5,black,4,red,6,red,5,black,10,10,plain,less than,five,black,Yes,30,6735,30
A2APPZDU0VS9LN,english,0.5951016214090759,5,red,1,black,5,black,3,red,8,6,existential,less than,eight,red,No,NA,4936,8
A2APPZDU0VS9LN,english,0.9496260323212627,4,red,6,black,5,red,3,black,9,9,existential,more than,eight,black,No,NA,18398,100
A2APPZDU0VS9LN,english,0.37793400867805726,3,black,6,black,5,red,6,red,11,9,existential,less than,four,red,No,NA,2466,8
A2APPZDU0VS9LN,english,0.9502056660062213,3,black,5,red,4,red,2,black,9,5,plain,exactly,seven,black,No,NA,2283,4
A2APPZDU0VS9LN,english,0.7774565770534789,5,black,4,red,1,red,5,black,5,10,plain,only,seven,black,No,NA,11506,5
A2APPZDU0VS9LN,english,0.8976723729142848,5,red,6,black,4,black,1,red,6,10,plain,only,six,red,No,NA,2882,98
A2APPZDU0VS9LN,english,0.22722358750147886,3,black,2,red,2,black,2,red,4,5,plain,less than,four,black,No,NA,3951,11
A2APPZDU0VS9LN,english,0.9798453646347748,6,red,1,red,6,black,1,black,7,7,existential,only,six,black,No,NA,2719,10
A2APPZDU0VS9LN,english,0.8289060216668963,1,black,3,black,4,red,2,red,6,4,plain,exactly,five,red,No,NA,3859,14
A2APPZDU0VS9LN,english,0.27150493191036096,1,black,6,black,6,red,5,red,11,7,existential,exactly,seven,black,No,NA,4076,83
A2APPZDU0VS9LN,english,0.2190069023733866,3,black,4,red,6,red,2,black,10,5,plain,only,eight,black,No,NA,2922,10
A2APPZDU0VS9LN,english,0.39742473172573145,5,black,5,black,2,red,6,red,8,10,plain,less than,eight,red,No,NA,3789,10
A2APPZDU0VS9LN,english,0.24761073425836078,5,black,6,red,3,black,6,red,12,8,existential,bare,five,red,No,NA,3812,11
A2APPZDU0VS9LN,english,0.5146270587789792,5,red,2,black,4,red,5,black,9,7,existential,more than,seven,red,No,NA,3498,93
A1B79AW7Z2QNHI,English,0.5582087330985814,5,black,2,red,2,red,4,black,4,9,plain,exactly,seven,red,No,NA,7931,0
A1B79AW7Z2QNHI,English,0.875998554751277,4,black,6,red,1,black,6,red,12,5,plain,more than,eight,black,No,NA,56051,100
A1B79AW7Z2QNHI,English,0.9349295457359403,2,red,1,red,3,black,5,black,3,8,existential,only,eight,black,No,NA,10329,86
A1B79AW7Z2QNHI,English,0.3720734124071896,5,black,4,black,3,red,1,red,4,9,plain,less than,four,black,No,NA,5086,0
A1B79AW7Z2QNHI,English,0.475998590933159,1,red,6,black,6,red,4,black,7,10,plain,less than,five,red,No,NA,2886,0
A1B79AW7Z2QNHI,English,0.8143055192194879,2,black,4,red,2,red,1,black,6,3,existential,exactly,six,red,No,NA,7457,85
A1B79AW7Z2QNHI,English,0.30095723923295736,1,red,3,black,3,black,3,red,4,6,plain,less than,six,black,No,NA,5086,0
A1B79AW7Z2QNHI,English,0.8156953288707882,1,red,4,black,4,red,6,black,5,10,plain,only,seven,red,No,NA,2636,0
A1B79AW7Z2QNHI,English,0.4955486599355936,4,black,5,black,2,red,1,red,3,9,existential,more than,four,black,No,NA,6505,98
A1B79AW7Z2QNHI,English,0.4989501351956278,4,red,1,black,3,red,1,black,7,2,plain,bare,six,black,No,NA,3105,0
A1B79AW7Z2QNHI,English,0.4522520520258695,5,black,6,black,6,red,3,red,9,11,plain,only,eight,black,No,NA,4165,3
A1B79AW7Z2QNHI,English,0.2477277461439371,3,black,4,black,3,red,5,red,8,7,existential,exactly,eight,black,No,NA,7878,0
A1B79AW7Z2QNHI,English,0.4687119107693434,4,black,5,red,5,red,1,black,10,5,plain,more than,five,red,Yes,12,13142,12
A1B79AW7Z2QNHI,English,0.14167224406264722,4,red,4,red,2,black,6,black,8,8,existential,exactly,eight,red,No,NA,6334,88
A1B79AW7Z2QNHI,English,0.8655134967993945,5,black,1,black,6,red,4,red,10,6,plain,exactly,five,black,No,NA,3588,0
A1B79AW7Z2QNHI,English,0.9625992425717413,2,black,5,red,2,black,5,red,10,4,existential,only,six,red,No,NA,4149,0
A1B79AW7Z2QNHI,English,0.02054616971872747,5,red,1,black,4,black,4,red,9,5,existential,more than,five,red,No,NA,5866,72
A1B79AW7Z2QNHI,English,0.4146519221831113,6,black,5,red,3,red,6,black,8,12,existential,exactly,eight,red,No,NA,5523,78
A1B79AW7Z2QNHI,English,0.8032591703813523,5,black,1,black,2,red,1,red,3,6,existential,more than,six,red,No,NA,3104,0
A1B79AW7Z2QNHI,English,0.5965131896082312,6,black,5,black,4,red,3,red,7,11,existential,bare,four,red,No,NA,3058,0
A1B79AW7Z2QNHI,English,0.7799495460931212,1,red,4,red,5,black,4,black,5,9,existential,more than,eight,red,No,NA,4680,0
A1B79AW7Z2QNHI,English,0.36847894359380007,2,red,2,black,6,black,3,red,5,8,existential,less than,four,black,No,NA,3588,0
A1B79AW7Z2QNHI,English,0.3665889974217862,6,red,2,red,6,black,5,black,8,11,existential,less than,four,red,No,NA,4009,0
A1B79AW7Z2QNHI,English,0.22595637780614197,2,black,2,black,1,red,2,red,3,4,existential,less than,seven,black,No,NA,8611,69
A1B79AW7Z2QNHI,English,0.44291092175990343,4,red,3,black,5,red,6,black,9,9,plain,bare,four,black,No,NA,7078,0
A1B79AW7Z2QNHI,English,0.8478996467310935,2,red,6,red,4,black,4,black,8,8,plain,more than,six,black,Yes,81,8283,81
A1B79AW7Z2QNHI,English,0.1355876950547099,3,red,4,black,6,black,3,red,6,10,plain,exactly,six,black,No,NA,3682,0
A1B79AW7Z2QNHI,English,0.9715521887410432,1,black,1,black,2,red,3,red,5,2,plain,less than,five,black,No,NA,3900,82
A1B79AW7Z2QNHI,English,0.8496813380625099,3,red,6,red,3,black,3,black,9,6,plain,more than,five,red,No,NA,4805,89
A1B79AW7Z2QNHI,English,0.5010876269079745,4,black,1,black,4,red,2,red,6,5,existential,bare,eight,red,No,NA,2901,0
A1B79AW7Z2QNHI,English,0.49746588384732604,3,red,6,black,1,red,6,black,4,12,existential,more than,eight,red,No,NA,3682,0
A1B79AW7Z2QNHI,English,0.29035357385873795,3,red,1,black,6,black,3,red,6,7,existential,exactly,four,black,No,NA,3104,0
A1B79AW7Z2QNHI,English,0.9188935700803995,5,black,6,red,6,red,2,black,12,7,plain,less than,eight,black,No,NA,9782,71
A1B79AW7Z2QNHI,English,0.6979293695185333,2,black,3,red,4,black,3,red,6,6,existential,bare,four,red,No,NA,8782,34
A1B79AW7Z2QNHI,English,0.5171786530409008,4,black,4,black,1,red,1,red,2,8,plain,only,four,red,No,NA,3136,0
A1B79AW7Z2QNHI,English,0.3680475822184235,1,black,5,black,4,red,5,red,9,6,plain,only,eight,black,No,NA,5441,0
A1B79AW7Z2QNHI,English,0.21376078692264855,3,black,5,red,6,black,3,red,8,9,existential,bare,seven,red,No,NA,6520,21
A1B79AW7Z2QNHI,English,0.7963943402282894,5,black,3,red,6,red,1,black,9,6,plain,bare,four,black,No,NA,7910,46
A1B79AW7Z2QNHI,English,0.3713375215884298,1,red,6,black,3,red,6,black,4,12,existential,exactly,eight,black,No,NA,2901,0
A1B79AW7Z2QNHI,English,0.017103245947510004,2,red,2,black,5,black,4,red,6,7,plain,only,eight,black,No,NA,4477,0
AWDBHQA8XK0G1,English,0.5046997861978592,2,black,3,red,6,black,3,red,6,8,existential,bare,eight,red,No,NA,10519,0
AWDBHQA8XK0G1,English,0.6162511140468117,1,black,6,black,3,red,5,red,8,7,existential,bare,six,red,No,NA,12134,60
AWDBHQA8XK0G1,English,0.11674941138302397,2,black,2,red,1,red,3,black,3,5,existential,exactly,six,black,No,NA,4087,0
AWDBHQA8XK0G1,English,0.3780027293755417,2,black,2,red,1,red,1,black,3,3,plain,exactly,six,black,No,NA,7943,4
AWDBHQA8XK0G1,English,0.46794270748986866,4,red,5,black,2,red,5,black,6,10,plain,bare,six,red,No,NA,7271,100
AWDBHQA8XK0G1,English,0.14010984922154412,3,red,5,red,6,black,1,black,8,7,plain,only,five,black,No,NA,7325,4
AWDBHQA8XK0G1,English,0.1648566211481184,1,red,6,red,2,black,1,black,7,3,existential,less than,six,red,No,NA,11400,7
AWDBHQA8XK0G1,English,0.3373630944256105,2,black,4,red,6,red,2,black,10,4,existential,bare,four,black,No,NA,6378,100
AWDBHQA8XK0G1,English,0.17645128809282884,6,black,5,black,4,red,6,red,10,11,plain,bare,six,black,No,NA,4800,76
AWDBHQA8XK0G1,English,0.7618690859255599,5,red,5,black,5,black,5,red,10,10,existential,more than,seven,red,No,NA,5100,100
AWDBHQA8XK0G1,English,0.5124078481212441,6,black,4,black,2,red,6,red,8,10,plain,exactly,four,red,No,NA,4270,4
AWDBHQA8XK0G1,English,0.9765895113158801,6,black,2,red,4,red,4,black,6,10,plain,more than,eight,red,No,NA,5030,1
AWDBHQA8XK0G1,English,0.7055064780630491,1,black,4,red,4,black,1,red,5,5,existential,less than,five,black,Yes,19,8381,19
AWDBHQA8XK0G1,English,0.14137588720210792,4,red,1,red,5,black,4,black,5,9,plain,only,four,red,No,NA,4175,10
AWDBHQA8XK0G1,English,0.2595888065683011,3,red,5,black,5,red,5,black,8,10,plain,more than,six,black,No,NA,4762,98
AWDBHQA8XK0G1,English,0.5174671522516847,2,red,3,red,1,black,2,black,5,3,plain,less than,six,red,No,NA,5061,99
AWDBHQA8XK0G1,English,0.5864703425426371,2,red,2,red,3,black,5,black,4,8,existential,less than,six,red,No,NA,5456,98
AWDBHQA8XK0G1,English,0.5993119465940612,1,black,6,red,2,red,4,black,8,5,plain,less than,five,red,No,NA,4271,4
AWDBHQA8XK0G1,English,0.546487075035613,4,red,4,black,6,red,1,black,10,5,plain,exactly,five,red,No,NA,4392,3
AWDBHQA8XK0G1,English,0.006613444614907871,6,black,2,red,6,red,2,black,8,8,existential,bare,six,black,No,NA,3798,4
AWDBHQA8XK0G1,English,0.005050372248513901,6,black,1,black,3,red,1,red,4,7,plain,bare,four,red,No,NA,3103,100
AWDBHQA8XK0G1,English,0.9053860307136915,2,red,5,red,6,black,2,black,7,8,existential,less than,four,red,No,NA,6209,4
AWDBHQA8XK0G1,English,0.6827722874784691,5,red,6,black,2,red,3,black,7,9,existential,more than,seven,red,No,NA,4990,5
AWDBHQA8XK0G1,English,0.2305958712376981,2,black,3,red,6,red,2,black,9,4,existential,more than,eight,red,No,NA,4728,96
AWDBHQA8XK0G1,English,0.6300056475875001,2,red,6,black,4,red,2,black,6,8,plain,only,eight,red,No,NA,4029,4
AWDBHQA8XK0G1,English,0.7731503707872367,1,red,1,black,3,red,4,black,4,5,plain,bare,four,black,Yes,78,3399,78
AWDBHQA8XK0G1,English,0.46308012876991267,2,red,4,red,2,black,2,black,6,4,plain,exactly,five,black,No,NA,4150,0
AWDBHQA8XK0G1,English,0.17044636722516393,2,black,4,red,2,red,1,black,6,3,existential,only,eight,red,No,NA,2863,0
AWDBHQA8XK0G1,English,0.2052439429518489,5,red,2,red,5,black,6,black,7,11,plain,only,eight,black,No,NA,3753,3
AWDBHQA8XK0G1,English,0.1357185367536129,6,black,4,red,5,red,3,black,9,9,plain,more than,four,black,No,NA,5230,87
AWDBHQA8XK0G1,English,0.0806621122697323,5,black,3,black,3,red,6,red,9,8,plain,bare,eight,black,No,NA,6432,90
AWDBHQA8XK0G1,English,0.04339712926086592,5,black,6,red,3,red,1,black,9,6,existential,exactly,eight,red,No,NA,4573,10
AWDBHQA8XK0G1,English,0.9622011797600389,6,black,6,black,2,red,6,red,8,12,plain,bare,seven,red,No,NA,5274,4
AWDBHQA8XK0G1,English,0.7970391297053808,6,red,1,red,5,black,3,black,7,8,plain,exactly,six,red,No,NA,3255,1
AWDBHQA8XK0G1,English,0.6586752473022368,5,red,6,black,2,black,6,red,11,8,existential,only,six,red,No,NA,3422,4
AWDBHQA8XK0G1,English,0.04092738940319662,6,red,5,red,6,black,6,black,11,12,existential,bare,six,red,No,NA,3431,48
AWDBHQA8XK0G1,English,0.5342133027189946,1,black,1,black,1,red,4,red,5,2,existential,less than,six,black,No,NA,5783,89
AWDBHQA8XK0G1,English,0.9545532462899078,5,red,5,black,3,red,3,black,8,8,plain,bare,four,red,No,NA,3055,41
AWDBHQA8XK0G1,English,0.5788420740014737,4,black,5,red,1,black,3,red,8,5,existential,bare,seven,red,No,NA,4383,67
AWDBHQA8XK0G1,English,0.00597023737209712,5,red,3,black,2,black,4,red,9,5,plain,more than,six,black,No,NA,3368,3
A15EZJS1DROADE,english,0.9283381593413651,5,red,3,black,5,red,3,black,10,6,plain,exactly,six,black,No,NA,8103,85
A15EZJS1DROADE,english,0.8247884470038116,3,black,1,red,1,black,5,red,6,4,plain,exactly,five,black,No,NA,4672,31
A15EZJS1DROADE,english,0.035175526747480035,4,red,6,red,2,black,4,black,10,6,plain,bare,five,black,No,NA,4081,30
A15EZJS1DROADE,english,0.8373090450186282,2,red,3,red,2,black,1,black,5,3,existential,only,four,black,No,NA,2795,17
A15EZJS1DROADE,english,0.5842382740229368,3,red,5,black,3,red,5,black,6,10,existential,more than,seven,black,No,NA,2613,29
A15EZJS1DROADE,english,0.5635252662468702,2,red,3,black,3,black,6,red,8,6,plain,bare,five,black,No,NA,3044,35
A15EZJS1DROADE,english,0.24974954221397638,6,black,4,red,3,black,4,red,8,9,plain,bare,eight,red,No,NA,4206,45
A15EZJS1DROADE,english,0.24168709735386074,5,black,3,black,2,red,3,red,5,8,existential,bare,six,black,No,NA,3481,30
A15EZJS1DROADE,english,0.48608170985244215,1,black,4,red,2,black,2,red,6,3,plain,bare,eight,red,No,NA,3189,4
A15EZJS1DROADE,english,0.9510536412708461,1,red,4,black,3,red,6,black,4,10,existential,only,five,red,No,NA,6082,51
A15EZJS1DROADE,english,0.40953899221494794,5,black,5,black,4,red,5,red,9,10,existential,only,eight,red,No,NA,7497,76
A15EZJS1DROADE,english,0.5759742688387632,1,red,1,red,5,black,2,black,2,7,existential,less than,eight,black,No,NA,8030,77
A15EZJS1DROADE,english,0.02660339092835784,2,red,5,black,3,red,4,black,5,9,existential,only,seven,black,Yes,64,11122,64
A15EZJS1DROADE,english,0.0007399390451610088,3,black,6,red,4,black,3,red,9,7,existential,bare,seven,black,No,NA,6459,100
A15EZJS1DROADE,english,0.024609529180452228,1,red,4,red,2,black,4,black,5,6,existential,only,seven,red,No,NA,6493,33
A15EZJS1DROADE,english,0.20514110615476966,4,black,5,red,6,black,4,red,9,10,plain,less than,seven,red,No,NA,5548,21
A15EZJS1DROADE,english,0.44309947127476335,5,black,2,black,2,red,3,red,5,7,plain,less than,five,black,No,NA,3939,7
A15EZJS1DROADE,english,0.6344026881270111,5,red,6,black,6,black,3,red,8,12,plain,more than,four,red,No,NA,4305,97
A15EZJS1DROADE,english,0.2361410919111222,5,red,4,black,6,red,6,black,11,10,existential,exactly,four,black,No,NA,4946,4
A15EZJS1DROADE,english,0.43707003560848534,1,red,1,black,4,black,4,red,5,5,existential,exactly,seven,black,No,NA,2971,5
A15EZJS1DROADE,english,0.037251932080835104,6,red,5,black,4,red,5,black,10,10,existential,exactly,six,black,No,NA,6469,11
A15EZJS1DROADE,english,0.9446366149932146,2,black,6,red,6,black,1,red,7,8,existential,only,four,black,No,NA,3634,9
A15EZJS1DROADE,english,0.5630702613852918,2,black,2,red,5,black,1,red,3,7,existential,more than,four,black,No,NA,3400,91
A15EZJS1DROADE,english,0.7623335409443825,4,red,4,red,5,black,3,black,8,8,existential,only,four,black,No,NA,5676,5
A15EZJS1DROADE,english,0.5130885874386877,4,red,3,black,3,black,3,red,7,6,plain,bare,six,red,No,NA,4172,37
A15EZJS1DROADE,english,0.6822367019485682,4,red,6,black,1,red,1,black,5,7,plain,exactly,four,black,Yes,6,7336,6
A15EZJS1DROADE,english,0.996628105873242,1,black,1,red,1,red,4,black,2,5,existential,exactly,four,red,No,NA,5795,10
A15EZJS1DROADE,english,0.11422869749367237,2,black,5,red,3,black,1,red,6,5,existential,more than,eight,red,No,NA,5353,13
A15EZJS1DROADE,english,0.7050053554121405,6,black,2,red,6,black,1,red,3,12,plain,less than,five,black,No,NA,8721,14
A15EZJS1DROADE,english,0.7818604242056608,2,black,3,red,3,red,2,black,6,4,existential,exactly,eight,black,No,NA,5256,0
A15EZJS1DROADE,english,0.09490300621837378,2,red,5,black,2,red,2,black,4,7,plain,less than,eight,red,No,NA,3206,90
A15EZJS1DROADE,english,0.5967851947061718,3,black,1,black,5,red,5,red,10,4,existential,only,eight,red,No,NA,2697,4
